Title,Venue,Room,Date,Start Time,End Date,End Time,Priority/Premium,Audience Type,Extended Q&A,Countries,Languages,Programme or Series,Directors,Region Availability
Nanny,Scotiabank Theatre Toronto,Scotiabank 11,Tue Sep 13,19:35,Tue Sep 13,21:43,No,General Public,No,United States of America,English,Special Presentations,Nikyatu Jusu,
Nanny,Scotiabank Theatre Toronto,Scotiabank 2,Sat Sep 17,15:00,Sat Sep 17,17:08,No,General Public,No,United States of America,English,Special Presentations,Nikyatu Jusu,
Nightalk,Scotiabank Theatre Toronto,Scotiabank 5,Tue Sep 13,21:40,Tue Sep 13,23:10,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Contemporary World Cinema,Donald Shebib,
Nightalk,Scotiabank Theatre Toronto,Scotiabank 3,Fri Sep 16,18:00,Fri Sep 16,20:00,No,General Public,No,Canada,English,Contemporary World Cinema,Donald Shebib,
No Bears,Scotiabank Theatre Toronto,Scotiabank 11,Sat Sep 10,12:10,Sat Sep 10,13:57,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Iran,"Farsi, Azeri, Turkish",Special Presentations,Jafar Panahi,
No Bears,Royal Alexandra Theatre,Royal Alexandra Theatre,Wed Sep 14,17:00,Wed Sep 14,19:17,No,General Public,No,Iran,"Farsi, Azeri, Turkish",Special Presentations,Jafar Panahi,
No Bears,Scotiabank Theatre Toronto,Scotiabank 2,Fri Sep 16,15:00,Fri Sep 16,17:17,No,General Public,No,Iran,"Farsi, Azeri, Turkish",Special Presentations,Jafar Panahi,
No Bears,Scotiabank Theatre Toronto,Scotiabank 14,Sat Sep 17,13:00,Sat Sep 17,15:17,No,General Public,No,Iran,"Farsi, Azeri, Turkish",Special Presentations,Jafar Panahi,
North of Normal,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sun Sep 11,18:45,Sun Sep 11,20:45,No,General Public,No,Canada,English,Contemporary World Cinema,Carly Stone,
North of Normal,Scotiabank Theatre Toronto,Scotiabank 7,Mon Sep 12,09:40,Mon Sep 12,11:10,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Contemporary World Cinema,Carly Stone,
North of Normal,Scotiabank Theatre Toronto,Scotiabank 2,Tue Sep 13,11:30,Tue Sep 13,13:30,No,General Public,No,Canada,English,Contemporary World Cinema,Carly Stone,
North of Normal,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Wed Sep 14,11:00,Wed Sep 14,12:30,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Contemporary World Cinema,Carly Stone,
On the Come Up,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Thu Sep 08,21:30,Thu Sep 08,23:55,No,General Public,No,United States of America,English,Special Presentations,Sanaa Lathan,
On the Come Up,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Fri Sep 09,11:45,Fri Sep 09,13:40,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Sanaa Lathan,
On the Come Up,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Fri Sep 09,14:00,Fri Sep 09,16:25,No,General Public,No,United States of America,English,Special Presentations,Sanaa Lathan,
On the Come Up,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Fri Sep 16,18:00,Fri Sep 16,20:25,No,General Public,No,United States of America,English,Special Presentations,Sanaa Lathan,
On the Come Up,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sun Sep 18,12:30,Sun Sep 18,14:55,No,General Public,No,United States of America,English,Special Presentations,Sanaa Lathan,
One Fine Morning,Scotiabank Theatre Toronto,Scotiabank 3,Thu Sep 08,17:45,Thu Sep 08,19:37,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,France,French,Special Presentations,Mia Hansen-Løve,
One Fine Morning,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sun Sep 11,12:00,Sun Sep 11,14:22,Yes,General Public,No,France,French,Special Presentations,Mia Hansen-Løve,
One Fine Morning,Scotiabank Theatre Toronto,Scotiabank 1,Wed Sep 14,17:30,Wed Sep 14,19:52,No,General Public,No,France,French,Special Presentations,Mia Hansen-Løve,
One Fine Morning,Scotiabank Theatre Toronto,Scotiabank 4,Fri Sep 16,09:30,Fri Sep 16,11:52,No,General Public,No,France,French,Special Presentations,Mia Hansen-Løve,
Other People's Children,Scotiabank Theatre Toronto,Scotiabank 11,Thu Sep 08,11:35,Thu Sep 08,13:19,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,France,French,Special Presentations,Rebecca Zlotowski,
Other People's Children,Scotiabank Theatre Toronto,Scotiabank 7,Sun Sep 11,15:40,Sun Sep 11,17:24,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,France,French,Special Presentations,Rebecca Zlotowski,
Other People's Children,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Fri Sep 16,21:30,Fri Sep 16,23:44,No,General Public,No,France,French,Special Presentations,Rebecca Zlotowski,
Other People's Children,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sat Sep 17,16:00,Sat Sep 17,18:14,No,General Public,No,France,French,Special Presentations,Rebecca Zlotowski,
Other People's Children,Scotiabank Theatre Toronto,Scotiabank 14,Sun Sep 18,14:30,Sun Sep 18,16:44,No,General Public,No,France,French,Special Presentations,Rebecca Zlotowski,
PERSPECTIVES Comedy Creators,Canadian Broadcasting Centre,Glenn Gould Studio,Fri Sep 09,14:00,Fri Sep 09,15:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
PERSPECTIVES DocuMentality: The Growth of a Movement,Canadian Broadcasting Centre,Glenn Gould Studio,Tue Sep 13,15:15,Tue Sep 13,16:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
PERSPECTIVES Narrative Sovereignty: From Slashers to Sci-Fi: Exploring The Significance of Indigenous Genre Films,Canadian Broadcasting Centre,Glenn Gould Studio,Mon Sep 12,14:00,Mon Sep 12,15:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
PERSPECTIVES The Future of Exhibition,Canadian Broadcasting Centre,Glenn Gould Studio,Mon Sep 12,11:30,Mon Sep 12,12:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
"PERSPECTIVES Truth, Lies and a Million Dollar Board Game",Canadian Broadcasting Centre,Glenn Gould Studio,Tue Sep 13,14:15,Tue Sep 13,15:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
Pacifiction,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Thu Sep 08,19:00,Thu Sep 08,22:15,No,General Public,No,"France,Spain,Germany,Portugal",French,Wavelengths,Albert Serra,
Pacifiction,Scotiabank Theatre Toronto,Scotiabank 11,Thu Sep 08,19:35,Thu Sep 08,22:20,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"France,Spain,Germany,Portugal",French,Wavelengths,Albert Serra,
Pacifiction,Scotiabank Theatre Toronto,Scotiabank 6,Fri Sep 09,14:10,Fri Sep 09,17:25,No,General Public,No,"France,Spain,Germany,Portugal",French,Wavelengths,Albert Serra,
Pacifiction,Scotiabank Theatre Toronto,Scotiabank 9,Sun Sep 18,12:45,Sun Sep 18,16:00,No,General Public,No,"France,Spain,Germany,Portugal",French,Wavelengths,Albert Serra,
Paris Memories,Scotiabank Theatre Toronto,Scotiabank 4,Thu Sep 08,15:30,Thu Sep 08,17:13,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,France,French,Gala Presentations,Alice Winocour,
Paris Memories,Roy Thomson Hall,Roy Thomson Hall,Fri Sep 16,18:00,Fri Sep 16,20:13,No,General Public,No,France,French,Gala Presentations,Alice Winocour,
Paris Memories,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sat Sep 17,10:00,Sat Sep 17,12:13,No,General Public,No,France,French,Gala Presentations,Alice Winocour,
Paris Memories,Scotiabank Theatre Toronto,Scotiabank 4,Sun Sep 18,20:30,Sun Sep 18,22:43,No,General Public,No,France,French,Gala Presentations,Alice Winocour,
Patrick and the Whale,Scotiabank Theatre Toronto,Scotiabank 4,Fri Sep 09,15:30,Fri Sep 09,17:12,No,General Public,No,Austria,English,TIFF Docs,Mark Fletcher,
Patrick and the Whale,Scotiabank Theatre Toronto,Scotiabank 6,Sun Sep 11,08:50,Sun Sep 11,10:02,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Austria,English,TIFF Docs,Mark Fletcher,
Patrick and the Whale,Scotiabank Theatre Toronto,Scotiabank 7,Sun Sep 11,21:40,Sun Sep 11,23:22,No,General Public,No,Austria,English,TIFF Docs,Mark Fletcher,
Patrick and the Whale,Scotiabank Theatre Toronto,Scotiabank 5,Wed Sep 14,12:10,Wed Sep 14,13:22,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Austria,English,TIFF Docs,Mark Fletcher,
Patrick and the Whale,Scotiabank Theatre Toronto,Scotiabank 12,Fri Sep 16,12:05,Fri Sep 16,13:47,No,General Public,No,Austria,English,TIFF Docs,Mark Fletcher,
Pearl,Royal Alexandra Theatre,Royal Alexandra Theatre,Mon Sep 12,23:59,Tue Sep 13,02:10,No,General Public,No,United States of America,English,Midnight Madness,Ti West,
Pearl,Scotiabank Theatre Toronto,Scotiabank 12,Tue Sep 13,12:05,Tue Sep 13,13:46,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Midnight Madness,Ti West,
Pearl,Cinesphere IMAX Theatre,Ontario Place Cinesphere,Tue Sep 13,21:30,Tue Sep 13,23:41,No,General Public,No,United States of America,English,Midnight Madness,Ti West,
Plan 75,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Thu Sep 08,12:30,Thu Sep 08,14:22,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Japan,France,Philippines,Qatar",Japanese,Contemporary World Cinema,Chie Hayakawa,
Plan 75,Scotiabank Theatre Toronto,Scotiabank 4,Tue Sep 13,21:30,Tue Sep 13,23:52,No,General Public,No,"Japan,France,Philippines,Qatar",Japanese,Contemporary World Cinema,Chie Hayakawa,
Plan 75,Scotiabank Theatre Toronto,Scotiabank 10,Wed Sep 14,21:15,Wed Sep 14,23:37,No,General Public,No,"Japan,France,Philippines,Qatar",Japanese,Contemporary World Cinema,Chie Hayakawa,
Plan 75,Scotiabank Theatre Toronto,Scotiabank 11,Sat Sep 17,08:35,Sat Sep 17,10:57,No,General Public,No,"Japan,France,Philippines,Qatar",Japanese,Contemporary World Cinema,Chie Hayakawa,
Pray for Our Sinners,Scotiabank Theatre Toronto,Scotiabank 7,Sat Sep 10,09:40,Sat Sep 10,11:01,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Ireland,English,TIFF Docs,Sinéad O'Shea,
Pray for Our Sinners,Scotiabank Theatre Toronto,Scotiabank 13,Sat Sep 10,14:30,Sat Sep 10,16:21,No,General Public,No,Ireland,English,TIFF Docs,Sinéad O'Shea,
Pray for Our Sinners,Scotiabank Theatre Toronto,Scotiabank 11,Sun Sep 11,15:35,Sun Sep 11,17:26,No,General Public,No,Ireland,English,TIFF Docs,Sinéad O'Shea,
Pray for Our Sinners,Scotiabank Theatre Toronto,Scotiabank 5,Wed Sep 14,15:40,Wed Sep 14,17:01,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Ireland,English,TIFF Docs,Sinéad O'Shea,
Pray for Our Sinners,Scotiabank Theatre Toronto,Scotiabank 11,Thu Sep 15,11:35,Thu Sep 15,13:26,No,General Public,No,Ireland,English,TIFF Docs,Sinéad O'Shea,
Pray for Our Sinners,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Wed Sep 14,10:00,Wed Sep 14,11:21,No,General Public,No,Ireland,English,TIFF Docs,Sinéad O'Shea,Canada
Prisoner's Daughter,Scotiabank Theatre Toronto,Scotiabank 4,Fri Sep 09,12:30,Fri Sep 09,14:08,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Gala Presentations,Catherine Hardwicke,
Prisoner's Daughter,Roy Thomson Hall,Roy Thomson Hall,Wed Sep 14,18:00,Wed Sep 14,20:08,Yes,General Public,No,United States of America,English,Gala Presentations,Catherine Hardwicke,
Prisoner's Daughter,Scotiabank Theatre Toronto,Scotiabank 4,Thu Sep 15,09:30,Thu Sep 15,11:08,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Gala Presentations,Catherine Hardwicke,
Prisoner's Daughter,Royal Alexandra Theatre,Royal Alexandra Theatre,Thu Sep 15,17:30,Thu Sep 15,19:38,No,General Public,No,United States of America,English,Gala Presentations,Catherine Hardwicke,
Project Wolf Hunting,Scotiabank Theatre Toronto,Scotiabank 3,Fri Sep 09,08:45,Fri Sep 09,10:47,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,South Korea,Korean,Midnight Madness,Kim Hongsun,
Project Wolf Hunting,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Fri Sep 16,11:30,Fri Sep 16,13:32,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,South Korea,Korean,Midnight Madness,Kim Hongsun,
Project Wolf Hunting,Royal Alexandra Theatre,Royal Alexandra Theatre,Fri Sep 16,23:59,Sat Sep 17,02:31,No,General Public,No,South Korea,Korean,Midnight Madness,Kim Hongsun,
Project Wolf Hunting,Scotiabank Theatre Toronto,Scotiabank 2,Sat Sep 17,19:30,Sat Sep 17,22:02,No,General Public,No,South Korea,Korean,Midnight Madness,Kim Hongsun,
Pussy,Scotiabank Theatre Toronto,Scotiabank 10,Fri Sep 09,09:15,Fri Sep 09,10:42,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, Tagalog",Discovery,Joseph Amenta,
Pussy,Scotiabank Theatre Toronto,Scotiabank 14,Fri Sep 09,18:30,Fri Sep 09,20:27,No,General Public,No,Canada,"English, Tagalog",Discovery,Joseph Amenta,
Pussy,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Wed Sep 14,15:30,Wed Sep 14,17:27,No,General Public,No,Canada,"English, Tagalog",Discovery,Joseph Amenta,
Pussy,Scotiabank Theatre Toronto,Scotiabank 6,Fri Sep 16,08:50,Fri Sep 16,10:17,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, Tagalog",Discovery,Joseph Amenta,
Pussy,Scotiabank Theatre Toronto,Scotiabank 14,Sat Sep 17,16:00,Sat Sep 17,17:57,No,General Public,No,Canada,"English, Tagalog",Discovery,Joseph Amenta,
Pussy,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Tue Sep 13,10:00,Tue Sep 13,11:27,No,General Public,No,Canada,"English, Tagalog",Discovery,Joseph Amenta,Canada
Queens of the Qing Dynasty,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Thu Sep 08,22:00,Fri Sep 09,00:02,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, Mandarin Chinese",Wavelengths,Ashley McKenzie,
Queens of the Qing Dynasty,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Mon Sep 12,21:30,Tue Sep 13,00:02,No,General Public,No,Canada,"English, Mandarin Chinese",Wavelengths,Ashley McKenzie,
Queens of the Qing Dynasty,Scotiabank Theatre Toronto,Scotiabank 8,Tue Sep 13,21:05,Tue Sep 13,23:37,No,General Public,No,Canada,"English, Mandarin Chinese",Wavelengths,Ashley McKenzie,
R.M.N.,Scotiabank Theatre Toronto,Scotiabank 1,Thu Sep 08,17:30,Thu Sep 08,19:35,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Romania,France","Romanian, Hungarian, German, English, French, Sinhala",Contemporary World Cinema,Cristian Mungiu,
R.M.N.,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sat Sep 10,21:30,Sun Sep 11,00:05,No,General Public,No,"Romania,France","Romanian, Hungarian, German, English, French, Sinhala",Contemporary World Cinema,Cristian Mungiu,
R.M.N.,Scotiabank Theatre Toronto,Scotiabank 4,Sun Sep 11,12:05,Sun Sep 11,14:40,No,General Public,No,"Romania,France","Romanian, Hungarian, German, English, French, Sinhala",Contemporary World Cinema,Cristian Mungiu,
R.M.N.,Scotiabank Theatre Toronto,Scotiabank 10,Sun Sep 18,12:15,Sun Sep 18,14:50,No,General Public,No,"Romania,France","Romanian, Hungarian, German, English, French, Sinhala",Contemporary World Cinema,Cristian Mungiu,
ROSIE,Scotiabank Theatre Toronto,Scotiabank 10,Fri Sep 09,18:15,Fri Sep 09,20:15,No,General Public,No,Canada,"English, French, Cree",Discovery,Gail Maurice,
ROSIE,Scotiabank Theatre Toronto,Scotiabank 9,Mon Sep 12,15:45,Mon Sep 12,17:15,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, French, Cree",Discovery,Gail Maurice,
ROSIE,Scotiabank Theatre Toronto,Scotiabank 13,Wed Sep 14,17:30,Wed Sep 14,19:30,No,General Public,No,Canada,"English, French, Cree",Discovery,Gail Maurice,
Return to Dust,Scotiabank Theatre Toronto,Scotiabank 10,Thu Sep 08,12:15,Thu Sep 08,14:28,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,China,Mandarin,Contemporary World Cinema,Li Ruijun,
Return to Dust,Scotiabank Theatre Toronto,Scotiabank 3,Wed Sep 14,18:00,Wed Sep 14,20:43,No,General Public,No,China,Mandarin,Contemporary World Cinema,Li Ruijun,
Return to Dust,Scotiabank Theatre Toronto,Scotiabank 3,Fri Sep 16,10:00,Fri Sep 16,12:43,No,General Public,No,China,Mandarin,Contemporary World Cinema,Li Ruijun,
Return to Dust,Scotiabank Theatre Toronto,Scotiabank 11,Sun Sep 18,11:35,Sun Sep 18,14:18,No,General Public,No,China,Mandarin,Contemporary World Cinema,Li Ruijun,
Return to Seoul,Scotiabank Theatre Toronto,Scotiabank 14,Thu Sep 08,14:30,Thu Sep 08,16:29,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"France,Germany,Belgium,Qatar","French, Korean, English,",Discovery,Davy Chou,
Return to Seoul,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Thu Sep 08,21:00,Thu Sep 08,23:29,No,General Public,No,"France,Germany,Belgium,Qatar","French, Korean, English,",Discovery,Davy Chou,
Return to Seoul,Scotiabank Theatre Toronto,Scotiabank 10,Sat Sep 10,14:40,Sat Sep 10,17:09,No,General Public,No,"France,Germany,Belgium,Qatar","French, Korean, English,",Discovery,Davy Chou,
Return to Seoul,Scotiabank Theatre Toronto,Scotiabank 4,Fri Sep 16,16:30,Fri Sep 16,18:59,No,General Public,No,"France,Germany,Belgium,Qatar","French, Korean, English,",Discovery,Davy Chou,
Riceboy Sleeps,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sun Sep 11,18:35,Sun Sep 11,21:02,No,General Public,No,Canada,"English, Korean",Platform,Anthony Shim,
Riceboy Sleeps,Scotiabank Theatre Toronto,Scotiabank 5,Mon Sep 12,15:40,Mon Sep 12,17:37,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, Korean",Platform,Anthony Shim,
Riceboy Sleeps,Scotiabank Theatre Toronto,Scotiabank 9,Tue Sep 13,15:45,Tue Sep 13,18:12,No,General Public,No,Canada,"English, Korean",Platform,Anthony Shim,
Riceboy Sleeps,Scotiabank Theatre Toronto,Scotiabank 9,Thu Sep 15,15:45,Thu Sep 15,17:42,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, Korean",Platform,Anthony Shim,
Riceboy Sleeps,Scotiabank Theatre Toronto,Scotiabank 13,Sun Sep 18,13:30,Sun Sep 18,15:57,No,General Public,No,Canada,"English, Korean",Platform,Anthony Shim,
Roost,Scotiabank Theatre Toronto,Scotiabank 12,Fri Sep 09,16:30,Fri Sep 09,17:55,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Gala Presentations,Amy Redford,
Roost,Scotiabank Theatre Toronto,Scotiabank 3,Sun Sep 11,09:30,Sun Sep 11,10:55,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Gala Presentations,Amy Redford,
Roost,Roy Thomson Hall,Roy Thomson Hall,Thu Sep 15,18:00,Thu Sep 15,19:55,No,General Public,No,United States of America,English,Gala Presentations,Amy Redford,
Roost,Scotiabank Theatre Toronto,Scotiabank 1,Fri Sep 16,17:30,Fri Sep 16,19:25,No,General Public,No,United States of America,English,Gala Presentations,Amy Redford,
Runner,Scotiabank Theatre Toronto,Scotiabank 11,Fri Sep 09,11:35,Fri Sep 09,12:51,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"United States of America,France,Germany",English,Discovery,Marian Mathias,
Runner,Scotiabank Theatre Toronto,Scotiabank 13,Sun Sep 11,18:00,Sun Sep 11,19:46,No,General Public,No,"United States of America,France,Germany",English,Discovery,Marian Mathias,
Runner,Scotiabank Theatre Toronto,Scotiabank 14,Wed Sep 14,14:30,Wed Sep 14,16:16,No,General Public,No,"United States of America,France,Germany",English,Discovery,Marian Mathias,
SHIMONI,Scotiabank Theatre Toronto,Scotiabank 9,Sun Sep 11,15:45,Sun Sep 11,17:22,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Kenya,"English, Kikuyu, Swahili",Discovery,Angela Wanjiku Wamai,
SHIMONI,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sun Sep 11,21:30,Sun Sep 11,23:37,No,General Public,No,Kenya,"English, Kikuyu, Swahili",Discovery,Angela Wanjiku Wamai,
SHIMONI,Scotiabank Theatre Toronto,Scotiabank 9,Mon Sep 12,18:45,Mon Sep 12,20:52,No,General Public,No,Kenya,"English, Kikuyu, Swahili",Discovery,Angela Wanjiku Wamai,
SHIMONI,Scotiabank Theatre Toronto,Scotiabank 5,Tue Sep 13,15:40,Tue Sep 13,17:17,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Kenya,"English, Kikuyu, Swahili",Discovery,Angela Wanjiku Wamai,
SHIMONI,Scotiabank Theatre Toronto,Scotiabank 13,Fri Sep 16,13:30,Fri Sep 16,15:37,No,General Public,No,Kenya,"English, Kikuyu, Swahili",Discovery,Angela Wanjiku Wamai,
SHIMONI,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Wed Sep 14,10:00,Wed Sep 14,11:37,No,General Public,No,Kenya,"English, Kikuyu, Swahili",Discovery,Angela Wanjiku Wamai,Canada
SPECIAL INDUSTRY EVENT Academy 365,Canadian Broadcasting Centre,Glenn Gould Studio,Sat Sep 10,10:00,Sat Sep 10,11:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
SPOTLIGHT Do It the Spanish Way! Spain-Canada Coproduction Forum,,,Fri Sep 09,09:00,Fri Sep 09,12:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes",No,,,Industry Conference,,
SPOTLIGHT ITALY! A STRATEGIC FILM PARTNER - Italy's Leading Film Industry Experts Share Insights,,,Tue Sep 13,10:00,Tue Sep 13,11:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes",No,,,Industry Conference,undefined,
SPOTLIGHT The Big Pitch presented by CaribbeanTales Media Group,,,Sun Sep 11,08:00,Sun Sep 11,12:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes",No,,,Industry Conference,,
SPOTLIGHT The Colombian Film and Television Industry,,,Sat Sep 10,10:00,Sat Sep 10,11:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes",No,,,Industry Conference,undefined,
SPOTLIGHT Welcome to Indigenous Filmmakers at TIFF,,,Fri Sep 09,09:00,Fri Sep 09,10:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes",No,,,Industry Conference,,
SPOTLIGHT on Cents and Sensibility: Making Meaningful Change in the World of Film Financing,,,Mon Sep 12,10:00,Mon Sep 12,10:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes",No,,,Industry Conference,,
SPOTLIGHT on Ukrainian Producers,,,Mon Sep 12,09:00,Mon Sep 12,10:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes",No,,,Industry Conference,undefined,
SPOTLIGHT on the Renewal of the Canada-France Co-Production Treaty,,,Sat Sep 10,09:00,Sat Sep 10,10:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes",No,,,Industry Conference,,
Saint Omer,Scotiabank Theatre Toronto,Scotiabank 6,Sun Sep 11,20:10,Sun Sep 11,22:12,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,France,French,Special Presentations,Alice Diop,
Saint Omer,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Tue Sep 13,14:00,Tue Sep 13,16:32,No,General Public,No,France,French,Special Presentations,Alice Diop,
Saint Omer,Scotiabank Theatre Toronto,Scotiabank 11,Fri Sep 16,08:35,Fri Sep 16,11:07,No,General Public,No,France,French,Special Presentations,Alice Diop,
Saint Omer,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sun Sep 18,15:30,Sun Sep 18,18:02,No,General Public,No,France,French,Special Presentations,Alice Diop,
Sanctuary,Royal Alexandra Theatre,Royal Alexandra Theatre,Sun Sep 11,21:00,Sun Sep 11,23:06,No,General Public,No,United States of America,English,Special Presentations,Zachary Wigon,
Sanctuary,Scotiabank Theatre Toronto,Scotiabank 8,Mon Sep 12,09:05,Mon Sep 12,10:41,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Zachary Wigon,
Sanctuary,Scotiabank Theatre Toronto,Scotiabank 1,Mon Sep 12,17:30,Mon Sep 12,19:36,No,General Public,No,United States of America,English,Special Presentations,Zachary Wigon,
Sanctuary,Scotiabank Theatre Toronto,Scotiabank 2,Wed Sep 14,08:30,Wed Sep 14,10:06,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Zachary Wigon,
Sanctuary,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Thu Sep 15,13:00,Thu Sep 15,15:06,No,General Public,No,United States of America,English,Special Presentations,Zachary Wigon,
Self-Portrait As A Coffee Pot,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Mon Sep 12,14:00,Mon Sep 12,16:20,No,General Public,No,"South Africa,United States of America",English,TIFF Docs,William Kentridge,
Self-Portrait As A Coffee Pot,Scotiabank Theatre Toronto,Scotiabank 5,Tue Sep 13,12:10,Tue Sep 13,14:00,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"South Africa,United States of America",English,TIFF Docs,William Kentridge,
Self-Portrait As A Coffee Pot,Scotiabank Theatre Toronto,Scotiabank 3,Tue Sep 13,20:45,Tue Sep 13,23:05,No,General Public,No,"South Africa,United States of America",English,TIFF Docs,William Kentridge,
Self-Portrait As A Coffee Pot,Scotiabank Theatre Toronto,Scotiabank 8,Thu Sep 15,12:00,Thu Sep 15,13:50,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"South Africa,United States of America",English,TIFF Docs,William Kentridge,
Self-Portrait As A Coffee Pot,Scotiabank Theatre Toronto,Scotiabank 7,Thu Sep 15,21:40,Fri Sep 16,00:00,No,General Public,No,"South Africa,United States of America",English,TIFF Docs,William Kentridge,
Short Cuts Programme 01,Scotiabank Theatre Toronto,Scotiabank 2,Thu Sep 08,19:30,Thu Sep 08,21:36,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 01,Scotiabank Theatre Toronto,Scotiabank 7,Fri Sep 09,21:40,Fri Sep 09,23:16,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,,,Short Cuts,,
